,Pclass,Age,SibSp,Parch,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S
1180,3,0.37351422084130015,0,0,0,1,0,0,1
1181,1,0.37351422084130015,0,0,0,1,0,0,1
1182,3,0.375,0,0,1,0,0,1,0
1183,3,0.37351422084130015,0,0,0,1,1,0,0
1184,1,0.6625,1,1,0,1,0,0,1
1185,3,0.45,0,0,0,1,0,0,1
1186,3,0.325,0,0,0,1,0,0,1
1187,2,0.0125,1,2,1,0,1,0,0
1188,3,0.37351422084130015,2,0,0,1,1,0,0
1189,1,0.375,0,0,0,1,0,0,1
1190,3,0.3625,0,0,0,1,0,0,1
1191,3,0.4,0,0,0,1,0,0,1
1192,2,0.37351422084130015,0,0,0,1,1,0,0
1193,2,0.5375,0,1,0,1,0,0,1
1194,3,0.3,0,0,0,1,0,0,1
1195,3,0.37351422084130015,0,0,1,0,0,1,0
1196,1,0.8,1,1,1,0,0,0,1
1197,1,0.375,1,2,0,1,0,0,1
1198,3,0.010374999999999999,0,1,0,1,0,0,1
1199,1,0.6875,1,1,0,1,0,0,1
1200,3,0.5625,1,0,1,0,0,0,1
1201,3,0.225,0,0,0,1,0,0,1
1202,3,0.275,0,0,0,1,1,0,0
1203,3,0.37351422084130015,0,0,0,1,0,0,1
1204,3,0.4625,0,0,1,0,0,1,0
1205,1,0.6875,0,0,1,0,1,0,0
1206,3,0.2125,0,0,1,0,0,1,0
1207,1,0.7125,1,0,0,1,1,0,0
1208,2,0.2375,0,0,0,1,0,0,1
1209,3,0.3375,0,0,0,1,0,0,1
1210,2,0.275,2,0,0,1,0,0,1
1211,3,0.325,0,0,0,1,0,0,1
1212,3,0.3125,0,0,0,1,1,0,0
1213,2,0.325,0,0,0,1,0,0,1
1214,1,0.4125,0,0,0,1,0,0,1
1215,1,0.4875,0,0,1,0,0,0,1
1216,3,0.2875,0,0,0,1,0,0,1
1217,2,0.15,2,1,1,0,0,0,1
1218,1,0.575,0,0,0,1,1,0,0
1219,2,0.3625,1,0,0,1,0,0,1
1220,2,0.2625,0,0,0,1,0,0,1
1221,2,0.6,0,2,1,0,0,0,1
1222,1,0.4875,0,0,0,1,1,0,0
1223,3,0.37351422084130015,0,0,0,1,1,0,0
1224,3,0.2375,1,1,1,0,1,0,0
1225,3,0.3375,0,0,0,1,0,0,1
1226,1,0.375,0,0,0,1,0,0,1
1227,2,0.4,0,0,0,1,0,0,1
1228,3,0.4875,0,2,0,1,1,0,0
1229,2,0.3125,0,0,0,1,0,0,1
1230,3,0.37351422084130015,0,0,0,1,1,0,0
1231,2,0.225,0,0,0,1,0,0,1
1232,3,0.4,0,0,0,1,0,0,1
1233,3,0.37351422084130015,1,9,0,1,0,0,1
1234,1,0.725,0,1,1,0,1,0,0
1235,3,0.37351422084130015,1,1,0,1,0,0,1
1236,3,0.2,0,0,1,0,0,0,1
1237,2,0.325,0,0,0,1,0,0,1
1238,3,0.475,0,0,1,0,1,0,0
1239,2,0.3,0,0,0,1,0,0,1
1240,2,0.3875,0,0,1,0,0,0,1
1241,1,0.5625,0,1,1,0,1,0,0
1242,2,0.3125,0,0,0,1,0,0,1
1243,2,0.225,0,0,0,1,0,0,1
1244,2,0.6125,1,2,0,1,0,0,1
1245,3,0.002125,1,2,1,0,0,0,1
1246,1,0.625,0,0,0,1,0,0,1
1247,1,0.7375,2,0,1,0,0,0,1
1248,3,0.37351422084130015,0,0,0,1,0,0,1
1249,3,0.37351422084130015,0,0,0,1,0,1,0
1250,3,0.375,1,0,1,0,0,0,1
1251,3,0.18125,8,2,0,1,0,0,1
1252,2,0.3,1,1,1,0,1,0,0
1253,2,0.3875,0,0,1,0,0,0,1
1254,3,0.3375,0,0,0,1,0,0,1
1255,1,0.3125,1,0,1,0,1,0,0
1256,3,0.37351422084130015,1,9,1,0,0,0,1
1257,3,0.37351422084130015,1,0,0,1,1,0,0
1258,3,0.275,0,0,1,0,0,0,1
1259,1,0.5625,0,1,1,0,1,0,0
1260,2,0.3625,0,0,0,1,1,0,0
1261,2,0.2625,1,0,0,1,0,0,1
1262,1,0.3875,0,0,1,0,1,0,0
1263,1,0.6125,0,0,0,1,0,0,1
1264,2,0.55,0,0,0,1,0,0,1
1265,1,0.675,1,1,1,0,0,0,1
1266,1,0.5625,0,0,1,0,1,0,0
1267,3,0.275,2,0,1,0,0,0,1
1268,2,0.2625,0,0,0,1,0,0,1
1269,1,0.6875,0,0,0,1,0,0,1
1270,3,0.0625,4,2,0,1,0,0,1
1271,3,0.37351422084130015,0,0,0,1,0,1,0
1272,3,0.325,0,0,0,1,0,1,0
1273,3,0.37351422084130015,0,0,1,0,0,0,1
1274,3,0.2375,1,0,1,0,0,0,1
1275,2,0.37351422084130015,0,0,0,1,0,0,1
1276,2,0.3,1,2,1,0,0,0,1
1277,3,0.3,0,0,0,1,0,0,1
1278,2,0.7125,0,0,0,1,0,0,1
1279,3,0.2625,0,0,0,1,0,1,0
1280,3,0.075,3,1,0,1,0,0,1
1281,1,0.2875,0,0,0,1,0,0,1
1282,1,0.6375,0,1,1,0,0,0,1
1283,3,0.1625,0,2,0,1,0,0,1
1284,2,0.5875,0,0,0,1,0,0,1
1285,3,0.3625,3,1,0,1,0,0,1
1286,1,0.225,1,0,1,0,0,0,1
1287,3,0.3,0,0,0,1,0,1,0
1288,1,0.6,1,1,1,0,1,0,0
1289,3,0.275,0,0,0,1,0,0,1
1290,3,0.3875,0,0,0,1,0,1,0
1291,1,0.375,0,0,1,0,0,0,1
1292,2,0.475,1,0,0,1,0,0,1
1293,1,0.275,0,1,1,0,1,0,0
1294,1,0.2125,0,0,0,1,0,0,1
1295,1,0.5375,1,0,0,1,1,0,0
1296,2,0.25,0,0,0,1,1,0,0
1297,2,0.2875,1,0,0,1,0,0,1
1298,1,0.625,1,1,0,1,1,0,0
1299,3,0.37351422084130015,0,0,1,0,0,1,0
1300,3,0.0375,1,1,1,0,0,0,1
1301,3,0.37351422084130015,0,0,1,0,0,1,0
1302,1,0.4625,1,0,1,0,0,1,0
1303,3,0.35,0,0,1,0,0,0,1
1304,3,0.37351422084130015,0,0,0,1,0,0,1
1305,1,0.4875,0,0,1,0,1,0,0
1306,3,0.48125,0,0,0,1,0,0,1
1307,3,0.37351422084130015,0,0,0,1,0,0,1
1308,3,0.37351422084130015,1,1,0,1,1,0,0
